ensembl_gene_id	entrezgene_id	external_gene_name	chromosome_name	description	gene_biotype
ENSG00000050748	5601	MAPK9	5	mitogen-activated protein kinase 9	protein_coding
ENSG00000113300	57472	CNOT6	5	CCR4-NOT transcription complex subunit 6	protein_coding
ENSG00000131446	4245	MGAT1	5	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	protein_coding
ENSG00000245060	NA	LINC00847	5	long intergenic non-protein coding RNA 847	lncRNA
ENSG00000196670	643836	ZFP62	5	ZFP62 zinc finger protein	protein_coding
ENSG00000146054	81786	TRIM7	5	tripartite motif containing 7	protein_coding
ENSG00000146063	90933	TRIM41	5	tripartite motif containing 41	protein_coding
ENSG00000204628	10399	RACK1	5	receptor for activated C kinase 1	protein_coding
ENSG00000183718	84851	TRIM52	5	tripartite motif containing 52	protein_coding
ENSG00000112679	56940	DUSP22	6	dual specificity phosphatase 22	protein_coding
ENSG00000112685	55770	EXOC2	6	exocyst complex component 2	protein_coding
ENSG00000054598	2296	FOXC1	6	forkhead box C1	protein_coding
ENSG00000112699	2762	GMDS	6	GDP-mannose 4,6-dehydratase	protein_coding
ENSG00000250903	NA	GMDS-DT	6	GMDS divergent transcript	lncRNA
ENSG00000124535	56897	WRNIP1	6	WRN helicase interacting protein 1	protein_coding
ENSG00000021355	1992	SERPINB1	6	serpin family B member 1	protein_coding
ENSG00000170542	5272	SERPINB9	6	serpin family B member 9	protein_coding
ENSG00000124570	5269	SERPINB6	6	serpin family B member 6	protein_coding
ENSG00000124588	4835	NQO2	6	N-ribosyldihydronicotinamide:quinone reductase 2	protein_coding
ENSG00000137275	8737	RIPK1	6	receptor interacting serine/threonine kinase 1	protein_coding
ENSG00000137274	670	BPHL	6	biphenyl hydrolase like	protein_coding
ENSG00000137267	7280	TUBB2A	6	tubulin beta 2A class IIa	protein_coding
ENSG00000137285	347733	TUBB2B	6	tubulin beta 2B class IIb	protein_coding
ENSG00000180822	389362	PSMG4	6	proteasome assembly chaperone 4	protein_coding
ENSG00000168994	221749	PXDC1	6	PX domain containing 1	protein_coding
ENSG00000145945	26240	FAM50B	6	family with sequence similarity 50 member B	protein_coding
ENSG00000112739	8899	PRPF4B	6	pre-mRNA processing factor 4B	protein_coding
ENSG00000198721	10455	ECI2	6	enoyl-CoA delta isomerase 2	protein_coding
ENSG00000153046	9425	CDYL	6	chromodomain Y like	protein_coding
ENSG00000124787	10799	RPP40	6	ribonuclease P/MRP subunit p40	protein_coding
ENSG00000214113	57128	LYRM4	6	LYR motif containing 4	protein_coding
ENSG00000145982	10667	FARS2	6	phenylalanyl-tRNA synthetase 2, mitochondrial	protein_coding
ENSG00000124785	51299	NRN1	6	neuritin 1	protein_coding
ENSG00000124782	6239	RREB1	6	ras responsive element binding protein 1	protein_coding
ENSG00000124783	6745	SSR1	6	signal sequence receptor subunit 1	protein_coding
ENSG00000124784	83732	RIOK1	6	RIO kinase 1	protein_coding
ENSG00000168566	154007	SNRNP48	6	small nuclear ribonucleoprotein U11/U12 subunit 48	protein_coding
ENSG00000153162	654	BMP6	6	bone morphogenetic protein 6	protein_coding
ENSG00000239264	81567	TXNDC5	6	thioredoxin domain containing 5	protein_coding
ENSG00000188428	63915	BLOC1S5	6	biogenesis of lysosomal organelles complex 1 subunit 5	protein_coding
ENSG00000124802	9521	EEF1E1	6	eukaryotic translation elongation factor 1 epsilon 1	protein_coding
ENSG00000124786	51000	SLC35B3	6	solute carrier family 35 member B3	protein_coding
ENSG00000137203	7020	TFAP2A	6	transcription factor AP-2 alpha	protein_coding
ENSG00000111846	2651	GCNT2	6	glucosaminyl (N-acetyl) transferase 2 (I blood group)	protein_coding
ENSG00000111845	55003	PAK1IP1	6	PAK1 interacting protein 1	protein_coding
ENSG00000111843	51522	TMEM14C	6	transmembrane protein 14C	protein_coding
ENSG00000137210	81853	TMEM14B	6	transmembrane protein 14B	protein_coding
ENSG00000224531	221710	SMIM13	6	small integral membrane protein 13	protein_coding
ENSG00000111859	4739	NEDD9	6	neural precursor cell expressed, developmentally down-regulated 9	protein_coding
ENSG00000111863	84830	ADTRP	6	androgen dependent TFPI regulating protein	protein_coding
ENSG00000095951	3096	HIVEP1	6	human immunodeficiency virus type I enhancer binding protein 1	protein_coding
ENSG00000078401	1906	EDN1	6	endothelin 1	protein_coding
ENSG00000112137	221692	PHACTR1	6	phosphatase and actin regulator 1	protein_coding
ENSG00000145979	51256	TBC1D7	6	TBC1 domain family member 7	protein_coding
ENSG00000145990	54438	GFOD1	6	glucose-fructose oxidoreductase domain containing 1	protein_coding
ENSG00000124523	23408	SIRT5	6	sirtuin 5	protein_coding
ENSG00000225921	51406	NOL7	6	nucleolar protein 7	protein_coding
ENSG00000010017	10048	RANBP9	6	RAN binding protein 9	protein_coding
ENSG00000050393	63933	MCUR1	6	mitochondrial calcium uniporter regulator 1	protein_coding
ENSG00000008083	3720	JARID2	6	jumonji and AT-rich interaction domain containing 2	protein_coding
ENSG00000047579	84062	DTNBP1	6	dystrobrevin binding protein 1	protein_coding
ENSG00000007944	29116	MYLIP	6	myosin regulatory light chain interacting protein	protein_coding
ENSG00000137198	2766	GMPR	6	guanosine monophosphate reductase	protein_coding
ENSG00000124788	6310	ATXN1	6	ataxin 1	protein_coding
ENSG00000137414	51439	FAM8A1	6	family with sequence similarity 8 member A1	protein_coding
ENSG00000124789	9972	NUP153	6	nucleoporin 153	protein_coding
ENSG00000137177	63971	KIF13A	6	kinesin family member 13A	protein_coding
ENSG00000187566	378884	NHLRC1	6	NHL repeat containing E3 ubiquitin protein ligase 1	protein_coding
ENSG00000137364	7172	TPMT	6	thiopurine S-methyltransferase	protein_coding
ENSG00000165097	221656	KDM1B	6	lysine demethylase 1B	protein_coding
ENSG00000124795	7913	DEK	6	DEK proto-oncogene	protein_coding
ENSG00000137393	255488	RNF144B	6	ring finger protein 144B	protein_coding
ENSG00000112242	1871	E2F3	6	E2F transcription factor 3	protein_coding
ENSG00000145996	54901	CDKAL1	6	CDK5 regulatory subunit associated protein 1 like 1	protein_coding
ENSG00000124766	6659	SOX4	6	SRY-box transcription factor 4	protein_coding
ENSG00000272168	NA	CASC15	6	cancer susceptibility 15	lncRNA
ENSG00000124532	57380	MRS2	6	magnesium transporter MRS2	protein_coding
ENSG00000111802	51567	TDP2	6	tyrosyl-DNA phosphodiesterase 2	protein_coding
ENSG00000112304	55856	ACOT13	6	acyl-CoA thioesterase 13	protein_coding
ENSG00000112308	81688	C6orf62	6	chromosome 6 open reading frame 62	protein_coding
ENSG00000112312	51053	GMNN	6	geminin DNA replication inhibitor	protein_coding
ENSG00000112343	10475	TRIM38	6	tripartite motif containing 38	protein_coding
ENSG00000278463	8335	HIST1H2AB	6	histone cluster 1 H2A family member b	protein_coding
ENSG00000187837	3006	HIST1H1C	6	histone cluster 1 H1 family member c	protein_coding
ENSG00000010704	3077	HFE	6	homeostatic iron regulator	protein_coding
ENSG00000197061	8364	HIST1H4C	6	histone cluster 1 H4 family member c	protein_coding
ENSG00000180596	8347	HIST1H2BC	6	histone cluster 1 H2B family member c	protein_coding
ENSG00000180573	8334	HIST1H2AC	6	histone cluster 1 H2A family member c	protein_coding
ENSG00000168298	3008	HIST1H1E	6	histone cluster 1 H1 family member e	protein_coding
ENSG00000277224	8343	HIST1H2BF	6	histone cluster 1 H2B family member f	protein_coding
ENSG00000276966	8367	HIST1H4E	6	histone cluster 1 H4 family member e	protein_coding
ENSG00000124575	3007	HIST1H1D	6	histone cluster 1 H1 family member d	protein_coding
ENSG00000275713	8345	HIST1H2BH	6	histone cluster 1 H2B family member h	protein_coding
ENSG00000273983	8355	HIST1H3G	6	histone cluster 1 H3 family member g	protein_coding
ENSG00000158406	8365	HIST1H4H	6	histone cluster 1 H4 family member h	protein_coding
ENSG00000186470	11118	BTN3A2	6	butyrophilin subfamily 3 member A2	protein_coding
ENSG00000124508	10385	BTN2A2	6	butyrophilin subfamily 2 member A2	protein_coding
ENSG00000026950	11119	BTN3A1	6	butyrophilin subfamily 3 member A1	protein_coding
ENSG00000111801	10384	BTN3A3	6	butyrophilin subfamily 3 member A3	protein_coding
ENSG00000112763	11120	BTN2A1	6	butyrophilin subfamily 2 member A1	protein_coding
ENSG00000228223	NA	HCG11	6	HLA complex group 11	lncRNA
ENSG00000182952	10473	HMGN4	6	high mobility group nucleosomal binding domain 4	protein_coding
ENSG00000146109	29777	ABT1	6	activator of basal transcription 1	protein_coding
ENSG00000181315	79692	ZNF322	6	zinc finger protein 322	protein_coding
ENSG00000124635	8970	HIST1H2BJ	6	histone cluster 1 H2B family member j	protein_coding
ENSG00000196787	8969	HIST1H2AG	6	histone cluster 1 H2A family member g	protein_coding
ENSG00000274997	85235	HIST1H2AH	6	histone cluster 1 H2A family member h	protein_coding
ENSG00000278828	8357	HIST1H3H	6	histone cluster 1 H3 family member h	protein_coding
ENSG00000233822	8341	HIST1H2BN	6	histone cluster 1 H2B family member n	protein_coding
ENSG00000276903	8332	HIST1H2AL	6	histone cluster 1 H2A family member l	protein_coding
ENSG00000184357	3009	HIST1H1B	6	histone cluster 1 H1 family member b	protein_coding
ENSG00000197279	7718	ZNF165	6	zinc finger protein 165	protein_coding
ENSG00000269293	NA	ZSCAN16-AS1	6	ZSCAN16 antisense RNA 1	lncRNA
ENSG00000196812	80345	ZSCAN16	6	zinc finger and SCAN domain containing 16	protein_coding
ENSG00000198315	7745	ZKSCAN8	6	zinc finger with KRAB and SCAN domains 8	protein_coding
ENSG00000137185	7746	ZSCAN9	6	zinc finger and SCAN domain containing 9	protein_coding
ENSG00000187626	387032	ZKSCAN4	6	zinc finger with KRAB and SCAN domains 4	protein_coding
ENSG00000189134	222698	NKAPL	6	NFKB activating protein like	protein_coding
ENSG00000197062	7741	ZSCAN26	6	zinc finger and SCAN domain containing 26	protein_coding
ENSG00000137338	84547	PGBD1	6	piggyBac transposable element derived 1	protein_coding
ENSG00000158691	9753	ZSCAN12	6	zinc finger and SCAN domain containing 12	protein_coding
ENSG00000204713	5987	TRIM27	6	tripartite motif containing 27	protein_coding
ENSG00000204681	2550	GABBR1	6	gamma-aminobutyric acid type B receptor subunit 1	protein_coding
ENSG00000204642	3134	HLA-F	6	major histocompatibility complex, class I, F	protein_coding
ENSG00000206503	3105	HLA-A	6	major histocompatibility complex, class I, A	protein_coding
ENSG00000066379	30834	ZNRD1	6	zinc ribbon domain containing 1	protein_coding
ENSG00000204619	6992	PPP1R11	6	protein phosphatase 1 regulatory inhibitor subunit 11	protein_coding
ENSG00000234127	7726	TRIM26	6	tripartite motif containing 26	protein_coding
ENSG00000231074	NA	HCG18	6	HLA complex group 18	lncRNA
ENSG00000204599	56658	TRIM39	6	tripartite motif containing 39	protein_coding
ENSG00000241370	79897	RPP21	6	ribonuclease P/MRP subunit p21	protein_coding
ENSG00000204592	3133	HLA-E	6	major histocompatibility complex, class I, E	protein_coding
ENSG00000204590	2794	GNL1	6	G protein nucleolar 1 (putative)	protein_coding
ENSG00000204576	80742	PRR3	6	proline rich 3	protein_coding
ENSG00000204574	23	ABCF1	6	ATP binding cassette subfamily F member 1	protein_coding
ENSG00000204569	5514	PPP1R10	6	protein phosphatase 1 regulatory subunit 10	protein_coding
ENSG00000204568	28973	MRPS18B	6	mitochondrial ribosomal protein S18B	protein_coding
ENSG00000137343	79969	ATAT1	6	alpha tubulin acetyltransferase 1	protein_coding
ENSG00000204564	221545	C6orf136	6	chromosome 6 open reading frame 136	protein_coding
ENSG00000204560	8449	DHX16	6	DEAH-box helicase 16	protein_coding
ENSG00000146112	170954	PPP1R18	6	protein phosphatase 1 regulatory subunit 18	protein_coding
ENSG00000137404	11270	NRM	6	nurim	protein_coding
ENSG00000137337	9656	MDC1	6	mediator of DNA damage checkpoint 1	protein_coding
ENSG00000196230	203068	TUBB	6	tubulin beta class I	protein_coding
ENSG00000137312	10211	FLOT1	6	flotillin 1	protein_coding
ENSG00000137331	8870	IER3	6	immediate early response 3	protein_coding
ENSG00000204580	780	DDR1	6	discoidin domain receptor tyrosine kinase 1	protein_coding
ENSG00000137411	57176	VARS2	6	valyl-tRNA synthetase 2, mitochondrial	protein_coding
ENSG00000204540	170679	PSORS1C1	6	psoriasis susceptibility 1 candidate 1	protein_coding
ENSG00000204536	54535	CCHCR1	6	coiled-coil alpha-helical rod protein 1	protein_coding
ENSG00000137310	6941	TCF19	6	transcription factor 19	protein_coding
ENSG00000204525	3107	HLA-C	6	major histocompatibility complex, class I, C	protein_coding
ENSG00000234745	3106	HLA-B	6	major histocompatibility complex, class I, B	protein_coding
ENSG00000204520	100507436	MICA	6	MHC class I polypeptide-related sequence A	protein_coding
ENSG00000204516	4277	MICB	6	MHC class I polypeptide-related sequence B	protein_coding
ENSG00000198563	7919	DDX39B	6	DExD-box helicase 39B	protein_coding
ENSG00000204498	4795	NFKBIL1	6	NFKB inhibitor like 1	protein_coding
ENSG00000204469	7916	PRRC2A	6	proline rich coiled-coil 2A	protein_coding
ENSG00000204463	7917	BAG6	6	BCL2 associated athanogene 6	protein_coding
ENSG00000204444	55937	APOM	6	apolipoprotein M	protein_coding
ENSG00000204439	57827	C6orf47	6	chromosome 6 open reading frame 47	protein_coding
ENSG00000204438	7918	GPANK1	6	G-patch domain and ankyrin repeats 1	protein_coding
ENSG00000204435	1460	CSNK2B	6	casein kinase 2 beta	protein_coding
ENSG00000204428	80741	LY6G5C	6	lymphocyte antigen 6 family member G5C	protein_coding
ENSG00000213722	23564	DDAH2	6	dimethylarginine dimethylaminohydrolase 2	protein_coding
ENSG00000213719	1192	CLIC1	6	chloride intracellular channel 1	protein_coding
ENSG00000204410	4439	MSH5	6	mutS homolog 5	protein_coding
ENSG00000204394	7407	VARS	6	valyl-tRNA synthetase	protein_coding
ENSG00000204392	57819	LSM2	6	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	protein_coding
ENSG00000204390	3305	HSPA1L	6	heat shock protein family A (Hsp70) member 1 like	protein_coding
ENSG00000204389	3303	HSPA1A	6	heat shock protein family A (Hsp70) member 1A	protein_coding
ENSG00000204388	3304	HSPA1B	6	heat shock protein family A (Hsp70) member 1B	protein_coding
ENSG00000204387	50854	SNHG32	6	small nucleolar RNA host gene 32	lncRNA
ENSG00000204386	4758	NEU1	6	neuraminidase 1	protein_coding
ENSG00000204371	10919	EHMT2	6	euchromatic histone lysine methyltransferase 2	protein_coding
ENSG00000243649	629	CFB	6	complement factor B	protein_coding
ENSG00000204356	7936	NELFE	6	negative elongation factor complex member E	protein_coding
ENSG00000204351	6499	SKIV2L	6	Ski2 like RNA helicase	protein_coding
ENSG00000204348	1797	DXO	6	decapping exoribonuclease	protein_coding
ENSG00000204344	8859	STK19	6	serine/threonine kinase 19	protein_coding
ENSG00000168477	7148	TNXB	6	tenascin XB	protein_coding
ENSG00000213676	1388	ATF6B	6	activating transcription factor 6 beta	protein_coding
ENSG00000204315	63943	FKBPL	6	FKBP prolyl isomerase like	protein_coding
ENSG00000221988	9374	PPT2	6	palmitoyl-protein thioesterase 2	protein_coding
ENSG00000204310	10554	AGPAT1	6	1-acylglycerol-3-phosphate O-acyltransferase 1	protein_coding
ENSG00000204308	6048	RNF5	6	ring finger protein 5	protein_coding
ENSG00000204304	5089	PBX2	6	PBX homeobox 2	protein_coding
ENSG00000213654	63940	GPSM3	6	G protein signaling modulator 3	protein_coding
ENSG00000204301	4855	NOTCH4	6	notch receptor 4	protein_coding
ENSG00000204267	6891	TAP2	6	transporter 2, ATP binding cassette subfamily B member	protein_coding
ENSG00000204264	5696	PSMB8	6	proteasome subunit beta 8	protein_coding
ENSG00000204261	100507463	PSMB8-AS1	6	PSMB8 antisense RNA 1 (head to head)	lncRNA
ENSG00000240065	5698	PSMB9	6	proteasome subunit beta 9	protein_coding
ENSG00000168394	6890	TAP1	6	transporter 1, ATP binding cassette subfamily B member	protein_coding
ENSG00000204257	3108	HLA-DMA	6	major histocompatibility complex, class II, DM alpha	protein_coding
ENSG00000204256	6046	BRD2	6	bromodomain containing 2	protein_coding
ENSG00000231389	3113	HLA-DPA1	6	major histocompatibility complex, class II, DP alpha 1	protein_coding
ENSG00000223865	3115	HLA-DPB1	6	major histocompatibility complex, class II, DP beta 1	protein_coding
ENSG00000204231	6257	RXRB	6	retinoid X receptor beta	protein_coding
ENSG00000112473	7922	SLC39A7	6	solute carrier family 39 member 7	protein_coding
ENSG00000204228	7923	HSD17B8	6	hydroxysteroid 17-beta dehydrogenase 8	protein_coding
ENSG00000204227	6015	RING1	6	ring finger protein 1	protein_coding
ENSG00000223501	6293	VPS52	6	VPS52 subunit of GARP complex	protein_coding
ENSG00000231500	6222	RPS18	6	ribosomal protein S18	protein_coding
ENSG00000235863	8705	B3GALT4	6	beta-1,3-galactosyltransferase 4	protein_coding
ENSG00000227057	9277	WDR46	6	WD repeat domain 46	protein_coding
ENSG00000204220	10471	PFDN6	6	prefoldin subunit 6	protein_coding
ENSG00000237441	5863	RGL2	6	ral guanine nucleotide dissociation stimulator like 2	protein_coding
ENSG00000231925	6892	TAPBP	6	TAP binding protein	protein_coding
ENSG00000236104	9278	ZBTB22	6	zinc finger and BTB domain containing 22	protein_coding
ENSG00000204209	1616	DAXX	6	death domain associated protein	protein_coding
ENSG00000237649	3833	KIFC1	6	kinesin family member C1	protein_coding
ENSG00000112511	5252	PHF1	6	PHD finger protein 1	protein_coding
ENSG00000112514	51596	CUTA	6	cutA divalent cation tolerance homolog	protein_coding
ENSG00000197283	8831	SYNGAP1	6	synaptic Ras GTPase activating protein 1	protein_coding
ENSG00000030110	578	BAK1	6	BCL2 antagonist/killer 1	protein_coding
ENSG00000096433	3710	ITPR3	6	inositol 1,4,5-trisphosphate receptor type 3	protein_coding
ENSG00000137288	84300	UQCC2	6	ubiquinol-cytochrome c reductase complex assembly factor 2	protein_coding
ENSG00000161904	221496	LEMD2	6	LEM domain containing 2	protein_coding
ENSG00000137309	3159	HMGA1	6	high mobility group AT-hook 1	protein_coding
ENSG00000186577	221491	SMIM29	6	small integral membrane protein 29	protein_coding
ENSG00000272325	11165	NUDT3	6	nudix hydrolase 3	protein_coding
ENSG00000124614	6204	RPS10	6	ribosomal protein S10	protein_coding
ENSG00000196821	64771	ILRUN	6	inflammation and lipid regulator with UBA-like and NBR1-like domains	protein_coding
ENSG00000124562	6631	SNRPC	6	small nuclear ribonucleoprotein polypeptide C	protein_coding
ENSG00000065060	54887	UHRF1BP1	6	UHRF1 binding protein 1	protein_coding
ENSG00000064995	6882	TAF11	6	TATA-box binding protein associated factor 11	protein_coding
ENSG00000064999	23294	ANKS1A	6	ankyrin repeat and sterile alpha motif domain containing 1A	protein_coding
ENSG00000146197	222663	SCUBE3	6	signal peptide, CUB domain and EGF like domain containing 3	protein_coding
ENSG00000065029	7629	ZNF76	6	zinc finger protein 76	protein_coding
ENSG00000023892	50619	DEF6	6	DEF6 guanine nucleotide exchange factor	protein_coding
ENSG00000112033	5467	PPARD	6	peroxisome proliferator activated receptor delta	protein_coding
ENSG00000112039	2178	FANCE	6	FA complementation group E	protein_coding
